x,y
30,0.18544930907029714
30,-0.05704767774251814
30,0.14973378033543838
30,0.16136430674241725
30,0.03059939285273926
30,0.3306108601469262
30,0.3568898990892687
30,0.04068907451343359
30,0.3085876021140101
30,0.37601776460912634
30,0.35555200734981746
30,0.3294703633355161
30,0.05674300538616808
30,0.7405196321422189
30,0.10737515141616914
30,0.22800016446817692
30,-0.031421691770052246
30,-0.3997398286859344
30,2.5436874776451543
30,0.4450666752591006
30,-0.13904041715793702
30,0.10182535746114943
30,0.31123389632760806
30,0.08942733378987741
30,0.3135020804337313
30,0.8358053916929633
30,0.027888139534259754
30,0.1532496118340564
30,-0.04255135140028664
30,0.10680325727870178
30,0.3161130635531981
30,0.02043375296684983
30,-0.4083264695084914
30,-1.1210011682091303
30,0.07280482180960628
30,0.3356153307609621
30,0.35043785348309275
30,0.3734047792329226
30,0.040509167537663544
30,-0.13308921462790993
30,0.23102531322771672
30,-0.01642816413947356
30,0.21217685435018735
30,0.0826417471084274
30,0.8235623111173482
30,0.3808363038023069
30,-0.5102319186345453
30,0.27124690683066793
30,0.03551168527367054
30,0.12660064625080955
30,0.14808279736376626
30,0.15207391567051867
30,0.036265913245390094
30,0.07321363619693846
30,0.1448996253797447
30,0.2768636574416501
30,0.19410680080074116
30,0.4879166084482392
30,1.033136035493173
30,0.4690302207585526
30,0.42847645661887496
30,-0.09573178714714013
30,-0.4022295031509722
30,-0.4237080387719148
30,0.031895771552236815
30,0.303475418110828
30,0.45098988175617466
30,0.08887272831202507
30,-0.1412911784119547
30,0.15920971833032252
30,-0.13325597322476315
30,0.1530723455571915
30,0.2659080995406836
30,0.5535438137101667
30,0.2686270674464729
30,0.314178117269155
30,-3.640591560663426e-4
30,-0.09360005256562358
30,0.35778660137553386
30,0.49599823718323366
30,-0.3530407376730147
30,0.5109306100353599
30,0.4291937420156147
30,-0.07542666806280796
30,0.5629503001873426
30,-0.015893664791749862
30,-0.8901430860858875
30,0.7952716288507274
30,0.4879018855240401
30,0.6712872213998756
30,0.5841343332066024
30,0.27848439538435943
30,-0.09271884345477736
30,0.6839842395119055
30,0.643048237729851
30,0.31214181218206577
30,0.36636604125999245
30,0.35773620684950663
30,0.7833012044855779
30,0.6168325198629395
45,0.4524938474543758
45,0.1365093148932808
45,0.15965390039240346
45,0.06513190894769363
45,0.1759091676112373
45,-0.006213045388611016
45,0.2431502575128795
45,0.15338496731944856
45,0.4526061996061254
45,0.029807219726773443
45,0.09435702518704371
45,0.45742042463432075
45,-0.03961782077260431
45,0.12893775297449875
45,0.22789795706373742
45,-0.020137265838080665
45,0.5358309047041028
45,0.4334376640708105
45,0.01693424389272335
45,0.184731682701833
45,0.11782780662298774
45,-0.42237794762567726
45,0.029665472712602448
45,0.41237673164141536
45,0.09031533256664673
45,0.4247725210526805
45,-0.3288225542670108
45,0.14090342297666233
45,0.3835059134248893
45,0.503319303417116
45,0.25704998401624013
45,0.278946200301247
45,0.29935343943462023
45,0.5077615616697172
45,0.1619735161647452
45,0.1794385758725872
45,-0.06744891353057714
45,0.02843545979325042
45,0.27335014368995847
45,0.18313638662908213
45,-0.20248193849355084
45,-0.032501179530422704
45,0.02155594727486809
45,0.15197956564752652
45,0.2537687824363231
45,0.1188865677090513
45,-0.2715707905415624
45,0.34701818511091703
45,0.321713386664262
45,0.24752611653313722
45,0.07298301044548959
45,-1.4746700049411346e-4
45,0.4299702524895734
45,0.22542454990425131
45,0.6146464856010713
45,0.020279919087952503
45,0.46366453217275144
45,-0.04034731160174423
45,0.5623772530499872
45,0.38915656733840376
45,0.25174861344572125
45,0.31733401653719867
45,0.2876167526811776
45,0.18162026703128192
45,0.2793430746419552
45,-0.22507223772562873
45,0.40827849544455536
45,0.14303731847066165
45,0.5570689807838487
45,0.14465339731246057
45,-0.07596423775550548
45,-0.3177747176877281
45,0.2115692795350188
45,0.0529782976889511
45,0.26271593151514616
45,0.2690911433620026
45,0.04938218337153523
45,0.2318404206032341
45,-0.18653449872847905
45,0.17786478584195828
45,-0.07799415640050285
45,0.2481800030671466
45,0.2045997685095668
45,-0.18979564806549365
45,0.5206283777855933
45,0.1742478254065302
45,0.13049956469771665
45,0.13907335244960073
45,-0.7156813048690103
45,0.43725114544380556
45,0.18867867661463086
45,0.057744341780952516
45,0.2690951265624562
45,0.2261568233980742
45,-0.7894697128489281
45,0.3855914194117652
45,0.09894801937552612
45,0.2833647931275564
45,0.6453147844361973
45,0.18079072999055165
60,0.055458223413824385
60,0.4950654835460716
60,0.06612148423103258
60,0.25125092598959814
60,0.16385252820433768
60,0.14022476706588063
60,0.032784194836483885
60,0.13085387719548283
60,0.005425244457689752
60,0.1251945123377357
60,0.1656369949982765
60,0.012766841502759719
60,0.03252894319462836
60,0.2429650952195775
60,0.23157492049868775
60,0.1838801969076388
60,0.018164753598015254
60,-0.04790207660531037
60,0.26827842488231
60,0.3357337022187768
60,0.3942238746735121
60,0.20886442675816397
60,0.1294865795679151
60,-0.09939896399837679
60,-0.159140496746367
60,0.26140340410637386
60,0.20993900272042157
60,0.1939373534886014
60,-0.05398958804980333
60,0.22336282875991992
60,0.2605277540174246
60,-0.1480345603433951
60,0.25133286091280205
60,-0.0034533761166039216
60,0.15297939340585986
60,-0.24433575912166267
60,0.08805791972387451
60,-0.008266075469506095
60,0.10351263479093156
60,0.15130700539632055
60,0.2643757712450716
60,0.31050732525054087
60,0.47219998694212156
60,0.04918742370254409
60,0.27124499600975777
60,0.22761436060964357
60,0.17191469186362635
60,0.13639274163930168
60,-0.0453161190157297
60,-0.0997351514893603
60,0.2577683514266083
60,0.13138555448836656
60,0.1775900006718531
60,0.1309665176904527
60,-0.020064711005161943
60,0.18003405239339368
60,-0.09012941647208016
60,0.40396457994191254
60,0.12877981977400488
60,0.28143471801755077
60,0.06531445547857907
60,0.15678329336611377
60,0.2851437794177518
60,-0.07117110069142243
60,0.1492502959345695
60,-0.09220340531659102
60,-0.015796497016492782
60,-0.07955307813491277
60,0.040242983361776306
60,0.04475457735196168
60,0.3028702296746365
60,0.08517496038500207
60,0.18526397034639597
60,0.04570671829198931
60,0.19921935025327706
60,0.0635999584086635
60,0.1594707157591389
60,0.2961930503752787
60,0.2801940516404278
60,0.15305017844641194
60,0.17476731883747246
60,0.5566464476533978
60,0.417873604285073
60,-0.008013646725902086
60,0.17068430686446842
60,0.5809324193697456
60,0.1524731497562492
60,0.12547113118102424
60,0.05942242304589194
60,-0.039849756843186895
60,0.1989249949184627
60,0.5374851825099666
60,0.1774470902877489
60,0.014114561024172839
60,0.07050160358278067
60,0.3498978509875197
60,0.05397397333627848
60,0.15381758490443476
60,-0.08186100287547797
60,0.1915464367402416
75,0.12895831703936805
75,0.24929209481284548
75,0.4905038353160668
75,0.11392976512376883
75,0.4158539416534486
75,0.13467529414584986
75,-0.10979633358284097
75,0.21877579059784208
75,0.05117300254415376
75,0.15419453507562048
75,0.13874464461069205
75,0.2327376843854891
75,0.16937971489562786
75,0.08752162656158922
75,0.3326227633422056
75,0.22758449736411562
75,0.19003164052556948
75,0.3723322024765554
75,0.05387082227698567
75,-0.008494101131081505
75,0.28389121489480423
75,0.1687133956768145
75,0.12618044390756178
75,-0.17232568761981498
75,0.03571123385602367
75,0.2228855864909241
75,0.19032193548625112
75,0.026481913433799232
75,0.1871704251842048
75,0.13015146485966905
75,0.17794517925043835
75,0.16299521150133828
75,0.1525102140879003
